epoch,test acc
0,0.55
1,0.81
2,0.83
3,0.81
4,0.83
5,0.84
6,0.84
7,0.84
8,0.85
9,0.85
10,0.85
11,0.85
12,0.85
13,0.85
14,0.85
15,0.85
16,0.85
17,0.85
18,0.85
19,0.85
20,0.85
21,0.85
22,0.85
23,0.85
24,0.85
25,0.85
26,0.85
27,0.85
28,0.85
29,0.85
