epoch,test acc
0,0.48
1,0.85
2,0.88
3,0.87
4,0.87
5,0.87
6,0.87
7,0.87
8,0.87
9,0.88
10,0.88
11,0.87
12,0.87
13,0.87
14,0.88
15,0.88
16,0.88
17,0.88
18,0.88
19,0.88
20,0.88
21,0.88
22,0.88
23,0.88
24,0.88
25,0.88
26,0.88
27,0.88
28,0.88
29,0.88
