epoch,test acc
0,0.44
1,0.79
2,0.81
3,0.82
4,0.83
5,0.85
6,0.84
7,0.84
8,0.85
9,0.85
10,0.84
11,0.84
12,0.84
13,0.84
14,0.85
15,0.85
16,0.86
17,0.86
18,0.86
19,0.86
20,0.86
21,0.86
22,0.86
23,0.86
24,0.86
25,0.85
26,0.85
27,0.85
28,0.85
29,0.85
