epoch,test acc
0,0.47
1,0.79
2,0.85
3,0.89
4,0.89
5,0.89
6,0.9
7,0.91
8,0.91
9,0.91
10,0.91
11,0.91
12,0.91
13,0.9
14,0.9
15,0.9
16,0.9
17,0.9
18,0.9
19,0.9
20,0.9
21,0.9
22,0.9
23,0.9
24,0.9
25,0.9
26,0.9
27,0.9
28,0.9
29,0.9
