epoch,test acc
0,0.52
1,0.755
2,0.815
3,0.85
4,0.84
5,0.83
6,0.83
7,0.83
8,0.83
9,0.825
10,0.825
11,0.825
12,0.83
13,0.825
14,0.825
15,0.82
16,0.825
17,0.835
18,0.835
19,0.835
20,0.835
21,0.835
22,0.835
23,0.835
24,0.835
25,0.83
26,0.83
27,0.83
28,0.83
29,0.83
