epoch,test acc
0,0.57
1,0.65
2,0.705
3,0.715
4,0.71
5,0.725
6,0.73
7,0.73
8,0.735
9,0.75
10,0.745
11,0.745
12,0.745
13,0.74
14,0.74
15,0.75
16,0.75
17,0.755
18,0.755
19,0.745
20,0.74
21,0.74
22,0.745
23,0.735
24,0.735
25,0.735
26,0.735
27,0.735
28,0.74
29,0.74
