epoch,test acc
0,0.355
1,0.75
2,0.81
3,0.815
4,0.825
5,0.83
6,0.835
7,0.835
8,0.835
9,0.83
10,0.835
11,0.835
12,0.835
13,0.835
14,0.835
15,0.835
16,0.835
17,0.835
18,0.84
19,0.84
20,0.84
21,0.845
22,0.845
23,0.845
24,0.845
25,0.845
26,0.845
27,0.845
28,0.845
29,0.84
