epoch,test acc
0,0.515
1,0.685
2,0.735
3,0.745
4,0.75
5,0.745
6,0.755
7,0.76
8,0.76
9,0.77
10,0.775
11,0.78
12,0.785
13,0.79
14,0.805
15,0.805
16,0.8
17,0.8
18,0.8
19,0.8
20,0.795
21,0.795
22,0.795
23,0.795
24,0.79
25,0.795
26,0.795
27,0.795
28,0.8
29,0.8
