epoch,test acc
0,0.59
1,0.765
2,0.81
3,0.825
4,0.835
5,0.84
6,0.84
7,0.83
8,0.825
9,0.83
10,0.83
11,0.83
12,0.83
13,0.83
14,0.83
15,0.83
16,0.83
17,0.83
18,0.83
19,0.825
20,0.825
21,0.825
22,0.825
23,0.82
24,0.82
25,0.815
26,0.815
27,0.815
28,0.82
29,0.82
