epoch,test acc
0,0.555
1,0.77
2,0.81
3,0.805
4,0.805
5,0.81
6,0.815
7,0.82
8,0.82
9,0.825
10,0.825
11,0.825
12,0.825
13,0.82
14,0.82
15,0.825
16,0.825
17,0.825
18,0.825
19,0.82
20,0.82
21,0.82
22,0.82
23,0.82
24,0.825
25,0.825
26,0.825
27,0.825
28,0.825
29,0.825
