epoch,test acc
0,0.41
1,0.6
2,0.71
3,0.74
4,0.76
5,0.77
6,0.795
7,0.805
8,0.81
9,0.815
10,0.82
11,0.835
12,0.835
13,0.825
14,0.825
15,0.83
16,0.83
17,0.835
18,0.835
19,0.835
20,0.835
21,0.835
22,0.83
23,0.835
24,0.835
25,0.835
26,0.835
27,0.835
28,0.835
29,0.835
