epoch,test acc
0,0.49
1,0.75
2,0.78
3,0.77
4,0.79
5,0.8
6,0.8
7,0.81
8,0.81
9,0.81
10,0.8
11,0.8
12,0.8
13,0.8
14,0.8
15,0.8
16,0.79
17,0.79
18,0.79
19,0.79
20,0.79
21,0.79
22,0.79
23,0.79
24,0.79
25,0.79
26,0.79
27,0.79
28,0.79
29,0.79
