epoch,test acc
0,0.37
1,0.74
2,0.78
3,0.78
4,0.8
5,0.8
6,0.82
7,0.82
8,0.82
9,0.8
10,0.8
11,0.8
12,0.8
13,0.81
14,0.82
15,0.82
16,0.82
17,0.82
18,0.82
19,0.83
20,0.83
21,0.83
22,0.83
23,0.82
24,0.82
25,0.81
26,0.81
27,0.81
28,0.81
29,0.81
