epoch,test acc
0,0.5
1,0.79
2,0.83
3,0.85
4,0.86
5,0.85
6,0.86
7,0.86
8,0.86
9,0.86
10,0.86
11,0.86
12,0.87
13,0.87
14,0.87
15,0.87
16,0.87
17,0.88
18,0.88
19,0.88
20,0.88
21,0.88
22,0.88
23,0.88
24,0.88
25,0.88
26,0.88
27,0.88
28,0.88
29,0.88
