epoch,test acc
0,0.55
1,0.84
2,0.85
3,0.86
4,0.87
5,0.86
6,0.85
7,0.86
8,0.86
9,0.86
10,0.86
11,0.86
12,0.86
13,0.86
14,0.86
15,0.86
16,0.86
17,0.85
18,0.85
19,0.85
20,0.85
21,0.85
22,0.85
23,0.85
24,0.85
25,0.84
26,0.84
27,0.84
28,0.84
29,0.84
