epoch,test acc
0,0.55
1,0.83
2,0.84
3,0.84
4,0.84
5,0.85
6,0.84
7,0.84
8,0.85
9,0.85
10,0.85
11,0.85
12,0.84
13,0.84
14,0.84
15,0.86
16,0.87
17,0.87
18,0.87
19,0.87
20,0.87
21,0.87
22,0.86
23,0.86
24,0.86
25,0.87
26,0.87
27,0.87
28,0.87
29,0.87
