epoch,test acc
0,0.185
1,0.625
2,0.71
3,0.73
4,0.74
5,0.74
6,0.755
7,0.755
8,0.755
9,0.76
10,0.76
11,0.77
12,0.77
13,0.77
14,0.77
15,0.775
16,0.78
17,0.78
18,0.785
19,0.785
20,0.785
21,0.785
22,0.785
23,0.795
24,0.81
25,0.81
26,0.81
27,0.81
28,0.81
29,0.81
