epoch,test acc
0,0.35
1,0.435
2,0.775
3,0.895
4,0.855
5,0.845
6,0.83
7,0.815
8,0.815
9,0.815
10,0.815
11,0.815
12,0.815
13,0.815
14,0.825
15,0.83
16,0.83
17,0.83
18,0.835
19,0.835
20,0.845
21,0.845
22,0.845
23,0.845
24,0.85
25,0.85
26,0.85
27,0.85
28,0.85
29,0.85
