epoch,test acc
0,0.57
1,0.73
2,0.75
3,0.77
4,0.78
5,0.79
6,0.8
7,0.8
8,0.8
9,0.81
10,0.82
11,0.83
12,0.84
13,0.84
14,0.86
15,0.86
16,0.86
17,0.86
18,0.86
19,0.86
20,0.85
21,0.86
22,0.86
23,0.86
24,0.84
25,0.85
26,0.85
27,0.85
28,0.86
29,0.86
