epoch,test acc
0,0.53
1,0.8
2,0.825
3,0.835
4,0.845
5,0.845
6,0.85
7,0.86
8,0.86
9,0.85
10,0.845
11,0.845
12,0.85
13,0.855
14,0.855
15,0.86
16,0.86
17,0.86
18,0.86
19,0.86
20,0.86
21,0.87
22,0.87
23,0.87
24,0.87
25,0.865
26,0.865
27,0.865
28,0.865
29,0.865
