iter,sgd perceptual loss,baseline perceptual loss,student perceptual loss
0,10.22786808013916,11.056692123413086,51.50361633300781
1,8.345569610595703,11.056692123413086,52.35479736328125
2,10.719197273254395,11.056692123413086,51.244346618652344
3,12.420222282409668,11.056692123413086,54.479515075683594
4,10.4675874710083,11.056692123413086,54.610130310058594
5,11.635784149169922,11.056692123413086,51.02614212036133
6,10.546353340148926,11.056692123413086,54.160770416259766
7,10.350408554077148,11.056692123413086,51.8426513671875
8,11.486686706542969,11.056692123413086,55.24087142944336
9,10.522893905639648,11.056692123413086,51.31865692138672
10,12.737552642822266,11.056692123413086,50.57386016845703
11,11.168990135192871,11.056692123413086,51.32907485961914
12,12.100711822509766,9.51687240600586,51.32065963745117
13,8.554513931274414,11.056692123413086,54.85287857055664
14,9.277101516723633,9.51687240600586,54.9630241394043
15,10.61205768585205,11.056692123413086,55.176666259765625
16,10.440698623657227,11.056692123413086,51.29411697387695
17,9.615108489990234,9.51687240600586,54.458003997802734
18,9.948787689208984,11.957358360290527,51.32301712036133
19,8.644159317016602,11.056692123413086,54.84584045410156
20,10.68100643157959,9.51687240600586,55.028778076171875
21,11.694329261779785,11.056692123413086,54.26071548461914
22,10.052980422973633,11.957358360290527,51.442901611328125
23,8.30566120147705,9.51687240600586,55.27738571166992
24,9.015052795410156,11.056692123413086,51.50230026245117
25,8.124351501464844,9.51687240600586,51.48351287841797
26,7.386312007904053,11.056692123413086,50.7821044921875
27,10.524345397949219,11.957358360290527,51.27159881591797
28,9.82645320892334,13.868504524230957,55.18483352661133
29,10.081320762634277,11.957358360290527,55.346805572509766
30,9.831341743469238,11.056692123413086,55.35520553588867
31,11.45190715789795,9.51687240600586,52.29118347167969
32,9.831341743469238,11.056692123413086,54.70399856567383
33,8.824448585510254,13.868504524230957,51.663307189941406
34,10.626518249511719,11.957358360290527,51.43410873413086
35,11.270337104797363,11.056692123413086,51.41679382324219
36,10.544157981872559,13.868504524230957,55.200443267822266
37,9.845551490783691,11.957358360290527,54.55398941040039
38,10.68851375579834,11.957358360290527,54.33086013793945
39,9.04578685760498,9.51687240600586,51.08911895751953
40,10.075735092163086,11.056692123413086,53.996826171875
41,11.635784149169922,13.868504524230957,54.48902893066406
42,14.03715991973877,11.957358360290527,55.16605758666992
43,10.348594665527344,12.153566360473633,54.73711013793945
44,10.797327995300293,9.51687240600586,51.739662170410156
45,10.467301368713379,11.957358360290527,55.1488151550293
46,11.056692123413086,13.868504524230957,52.02269744873047
47,10.665120124816895,11.957358360290527,51.2468147277832
48,11.533063888549805,12.153566360473633,55.07786178588867
49,9.726066589355469,12.459493637084961,54.14081573486328
50,12.698540687561035,11.957358360290527,54.097476959228516
51,13.42398738861084,12.153566360473633,51.20833969116211
52,8.923789978027344,9.51687240600586,51.99223327636719
53,9.443679809570312,11.957358360290527,50.6743278503418
54,11.48354434967041,12.459493637084961,54.44617462158203
55,8.122543334960938,11.056692123413086,54.977813720703125
56,5.110016822814941,12.153566360473633,51.60334014892578
57,11.074949264526367,12.459493637084961,55.14947509765625
58,7.466342449188232,11.957358360290527,50.270774841308594
59,9.860482215881348,11.957358360290527,52.48418045043945
60,8.689251899719238,9.51687240600586,55.47419738769531
61,11.592945098876953,12.153566360473633,51.17405700683594
62,13.995790481567383,11.62945556640625,54.743778228759766
63,9.366315841674805,11.957358360290527,54.421016693115234
64,13.868504524230957,11.62945556640625,52.06419372558594
65,10.62264347076416,12.153566360473633,54.74492645263672
66,8.496190071105957,11.957358360290527,55.224849700927734
67,8.00010871887207,12.459493637084961,52.50244903564453
68,10.72634506225586,11.957358360290527,55.05262756347656
69,9.739229202270508,11.62945556640625,54.744384765625
70,10.260683059692383,12.153566360473633,50.933658599853516
71,16.133525848388672,11.62945556640625,50.71400451660156
72,9.941752433776855,11.957358360290527,54.23994827270508
73,11.257628440856934,11.62945556640625,54.65400314331055
74,9.867400169372559,12.153566360473633,54.12342071533203
75,12.802094459533691,11.957358360290527,54.34552764892578
76,10.577982902526855,11.378661155700684,51.61859893798828
77,7.961041450500488,11.957358360290527,53.96900939941406
78,12.8441743850708,11.62945556640625,51.60979461669922
79,10.354354858398438,11.592945098876953,54.92350769042969
80,10.285356521606445,11.418157577514648,54.658042907714844
81,7.8598103523254395,12.153566360473633,55.150238037109375
82,11.498637199401855,11.378661155700684,54.2246208190918
83,11.038888931274414,11.957358360290527,55.476890563964844
84,7.945839881896973,11.62945556640625,55.04917526245117
85,9.933329582214355,11.592945098876953,55.162471771240234
86,11.224122047424316,13.868504524230957,51.963680267333984
87,13.205087661743164,11.957358360290527,51.34446334838867
88,9.082636833190918,11.378661155700684,54.48649597167969
89,9.037261009216309,11.592945098876953,51.36918640136719
90,11.815032958984375,11.418157577514648,51.11039352416992
91,11.849209785461426,11.592945098876953,51.34396743774414
92,6.386033535003662,11.378661155700684,51.40861129760742
93,10.608388900756836,8.806950569152832,55.26341247558594
94,11.257628440856934,11.957358360290527,51.202789306640625
95,11.122258186340332,11.592945098876953,54.89301681518555
96,10.709949493408203,11.418157577514648,51.405399322509766
97,9.3419771194458,11.62945556640625,50.826045989990234
98,10.467301368713379,11.957358360290527,51.294639587402344
99,8.0764799118042,12.153566360473633,54.645408630371094
100,8.124351501464844,8.806950569152832,54.70896530151367
101,8.432705879211426,11.957358360290527,51.410057067871094
102,10.179488182067871,11.378661155700684,51.013492584228516
103,10.92258071899414,11.592945098876953,54.44617462158203
104,9.26064682006836,11.418157577514648,50.98490524291992
105,11.392475128173828,11.592945098876953,54.9642333984375
106,12.424079895019531,13.868504524230957,53.900299072265625
107,8.342264175415039,8.806950569152832,53.95558547973633
108,13.24974536895752,11.957358360290527,55.15718460083008
109,10.640063285827637,11.592945098876953,50.888492584228516
110,9.291533470153809,11.378661155700684,51.374691009521484
111,10.278742790222168,11.957358360290527,54.7274284362793
112,9.882392883300781,8.806950569152832,54.974552154541016
113,10.649312019348145,11.592945098876953,55.154747009277344
114,12.464275360107422,11.418157577514648,55.45528030395508
115,11.122258186340332,11.957358360290527,51.647396087646484
116,11.193090438842773,8.806950569152832,51.14983367919922
117,12.431024551391602,11.592945098876953,55.154422760009766
118,12.88751220703125,11.418157577514648,54.79243469238281
119,10.949572563171387,11.957358360290527,54.62858200073242
120,12.212010383605957,8.806950569152832,51.36811447143555
121,12.88751220703125,11.957358360290527,50.98936080932617
122,9.109546661376953,8.806950569152832,51.37631607055664
123,9.861178398132324,11.592945098876953,51.65348815917969
124,10.599847793579102,11.742530822753906,51.41620635986328
125,8.569380760192871,11.592945098876953,51.64801788330078
126,10.155755996704102,11.742530822753906,51.43690872192383
127,8.824089050292969,11.957358360290527,52.52122116088867
128,12.190457344055176,8.806950569152832,54.80345153808594
129,9.070663452148438,10.72641658782959,51.53147506713867
130,9.50158405303955,8.806950569152832,54.63249206542969
131,11.552940368652344,11.592945098876953,54.17582321166992
132,11.42708683013916,12.21709156036377,55.163578033447266
133,11.830080032348633,11.592945098876953,55.14435577392578
134,6.386033535003662,11.742530822753906,51.7896728515625
135,16.516130447387695,11.957358360290527,54.69870376586914
136,8.79484748840332,8.806950569152832,50.80812072753906
137,8.79758071899414,11.592945098876953,54.34007263183594
138,9.913627624511719,12.21709156036377,52.10308074951172
139,9.615108489990234,11.592945098876953,51.20649337768555
140,9.763370513916016,8.806950569152832,54.0892219543457
141,9.824419975280762,11.957358360290527,51.209835052490234
142,10.473000526428223,8.806950569152832,51.1540412902832
143,7.437997817993164,10.72641658782959,52.62395095825195
144,10.440698623657227,11.742530822753906,54.96942901611328
145,11.45190715789795,11.592945098876953,51.720428466796875
146,11.197352409362793,12.21709156036377,54.63330841064453
147,10.348594665527344,11.592945098876953,54.30403137207031
148,9.705775260925293,8.806950569152832,52.85298538208008
149,11.066656112670898,11.957358360290527,51.28629684448242
150,15.870351791381836,8.806950569152832,51.97835159301758
151,12.8626708984375,11.957358360290527,52.25345230102539
152,10.06037712097168,11.742530822753906,55.01606369018555
153,13.112652778625488,11.592945098876953,51.04862594604492
154,10.631669998168945,8.806950569152832,55.324710845947266
155,9.557978630065918,10.72641658782959,55.34270477294922
156,11.940488815307617,11.742530822753906,54.60798263549805
157,9.209299087524414,11.592945098876953,51.7320442199707
158,9.5486421585083,12.21709156036377,54.920677185058594
159,9.134536743164062,11.592945098876953,51.67965316772461
160,10.631669998168945,8.806950569152832,55.03862380981445
161,8.798334121704102,11.957358360290527,54.44918441772461
162,8.43603515625,8.806950569152832,54.709999084472656
163,11.635784149169922,10.74756908416748,54.84548568725586
164,8.60097885131836,12.21709156036377,54.60733413696289
165,10.608388900756836,11.592945098876953,50.394309997558594
166,13.240899085998535,11.742530822753906,55.41720962524414
167,11.523261070251465,11.957358360290527,51.42135238647461
168,11.270857810974121,8.806950569152832,51.769927978515625
169,11.224533081054688,10.74756908416748,55.0995979309082
170,12.937845230102539,8.806950569152832,51.58077621459961
171,10.716540336608887,11.592945098876953,51.131526947021484
172,12.041433334350586,11.00444221496582,54.3629035949707
173,11.048437118530273,11.957358360290527,51.49265670776367
174,10.692021369934082,9.91032600402832,51.38924789428711
175,10.547377586364746,8.806950569152832,51.754737854003906
176,9.707121849060059,11.592945098876953,51.21506118774414
177,10.354891777038574,11.00444221496582,51.62800216674805
178,9.993799209594727,11.592945098876953,51.45348358154297
179,9.739229202270508,12.21709156036377,54.47978591918945
180,12.918336868286133,10.74756908416748,54.75202560424805
181,10.270123481750488,8.806950569152832,52.59098434448242
182,12.195701599121094,11.957358360290527,54.323421478271484
183,9.829450607299805,8.806950569152832,51.79531478881836
184,10.840739250183105,10.626518249511719,54.757652282714844
185,10.326141357421875,11.00444221496582,54.84682846069336
186,9.941821098327637,9.91032600402832,51.653621673583984
187,13.230114936828613,8.806950569152832,54.74045944213867
188,10.270123481750488,11.592945098876953,51.4356575012207
189,11.825462341308594,11.00444221496582,54.31682586669922
190,11.957358360290527,9.91032600402832,51.285030364990234
191,12.153566360473633,8.806950569152832,55.01255416870117
192,9.74621868133545,11.592945098876953,54.56394577026367
193,8.032377243041992,11.00444221496582,51.99402618408203
194,9.267878532409668,11.957358360290527,54.4588737487793
195,9.687895774841309,11.592945098876953,51.28178024291992
196,8.974127769470215,8.806950569152832,54.58325958251953
197,10.488006591796875,11.957358360290527,54.494266510009766
198,10.225529670715332,11.00444221496582,54.62479019165039
199,11.524235725402832,10.626518249511719,51.55275344848633
200,10.75407886505127,8.806950569152832,53.90232849121094
201,10.759413719177246,9.91032600402832,54.68711471557617
202,10.516366958618164,8.806950569152832,51.88884353637695
203,13.880704879760742,10.626518249511719,54.61264419555664
204,14.745203971862793,11.00444221496582,54.290653228759766
205,9.562530517578125,11.957358360290527,54.86894607543945
206,9.10217571258545,8.806950569152832,52.099082946777344
207,11.22356128692627,11.592945098876953,54.680843353271484
208,10.436386108398438,11.00444221496582,54.227081298828125
209,8.496190071105957,9.91032600402832,51.9587516784668
210,13.769949913024902,8.806950569152832,55.04937744140625
211,9.941752433776855,11.592945098876953,51.46693801879883
212,7.700795650482178,8.806950569152832,54.60210418701172
213,11.635784149169922,9.91032600402832,54.65546417236328
