epoch,test acc
0,0.46
1,0.775
2,0.845
3,0.85
4,0.855
5,0.86
6,0.845
7,0.845
8,0.845
9,0.85
10,0.85
11,0.86
12,0.86
13,0.86
14,0.855
15,0.855
16,0.855
17,0.855
18,0.85
19,0.855
20,0.855
21,0.855
22,0.85
23,0.85
24,0.85
25,0.85
26,0.85
27,0.85
28,0.85
29,0.85
