epoch,test acc
0,0.5
1,0.755
2,0.775
3,0.79
4,0.805
5,0.82
6,0.815
7,0.82
8,0.82
9,0.82
10,0.82
11,0.825
12,0.82
13,0.83
14,0.83
15,0.825
16,0.825
17,0.83
18,0.83
19,0.83
20,0.825
21,0.825
22,0.825
23,0.825
24,0.82
25,0.825
26,0.825
27,0.825
28,0.825
29,0.825
