epoch,test acc
0,0.445
1,0.83
2,0.84
3,0.84
4,0.84
5,0.845
6,0.845
7,0.85
8,0.855
9,0.86
10,0.86
11,0.855
12,0.855
13,0.855
14,0.855
15,0.855
16,0.86
17,0.86
18,0.86
19,0.865
20,0.865
21,0.865
22,0.865
23,0.865
24,0.865
25,0.865
26,0.865
27,0.865
28,0.865
29,0.865
