epoch,test acc
0,0.18
1,0.42
2,0.59
3,0.68
4,0.72
5,0.74
6,0.75
7,0.76
8,0.765
9,0.77
10,0.79
11,0.795
12,0.8
13,0.805
14,0.81
15,0.81
16,0.81
17,0.815
18,0.815
19,0.82
20,0.82
21,0.835
22,0.835
23,0.835
24,0.825
25,0.825
26,0.825
27,0.825
28,0.825
29,0.825
