epoch,test acc
0,0.28
1,0.41
2,0.86
3,0.835
4,0.81
5,0.81
6,0.81
7,0.81
8,0.81
9,0.81
10,0.815
11,0.82
12,0.82
13,0.82
14,0.83
15,0.835
16,0.835
17,0.835
18,0.83
19,0.825
20,0.825
21,0.825
22,0.825
23,0.825
24,0.83
25,0.83
26,0.83
27,0.83
28,0.83
29,0.83
