epoch,test acc
0,0.29
1,0.345
2,0.615
3,0.85
4,0.835
5,0.825
6,0.83
7,0.835
8,0.82
9,0.82
10,0.82
11,0.83
12,0.835
13,0.835
14,0.835
15,0.835
16,0.835
17,0.825
18,0.825
19,0.825
20,0.825
21,0.825
22,0.825
23,0.83
24,0.83
25,0.83
26,0.83
27,0.83
28,0.83
29,0.83
